"id","text","labels"
"941","Psilocybin’s effects on cognition and creativity: A scoping review.^\nBackground: Research on psilocybin has become increasingly popular during the current psychedelic renaissance, which began in the early 1990s. Psilocybin’s effects on mental health are promising and there are ongoing efforts to investigate its clinical implementation and its effects on cognition. Aims: The purpose of this study is to report trends in publications, methods, and findings from research examining the effects of psilocybin on cognition and creativity in adults. Methods: We conducted an Open Science Framework preregistered scoping review, guided by the JBI Manual for Evidence Synthesis, on literature pertaining to psilocybin’s effects on cognition and creativity. Results/outcomes: In the 42 included studies, psilocybin was primarily administered orally (83%) in a bodyweight-adjusted manner (74%) to healthy participants (90%). Of the few studies that explicitly reported safety outcomes (26%), only one reported serious adverse reactions. During the acute phase post-intake (i.e., minutes to hours), macrodoses tended to impair cognitive performance and creativity, whereas microdoses tended toward creative enhancement. The few macrodosing studies that included post-acute measures (i.e., 1–85 days) reported primarily null but some positive effects. Conclusions/interpretation: This scoping review identified a time-based variation of psilocybin macrodosing effects on cognition and creativity, in which impairment may be observed early post-intake but withdraw over time, and some positive effects may emerge afterward. These findings are limited by methodological concerns and inadequate assessment of long-term effects. We therefore recommend that future psilocybin research be conducted according to existing guidelines and include well-validated measures of cognition and creativity at multiple timepoints.","[0, 1, 0, 0, 0, 0]"
"1254","Subjective features of the psilocybin experience that may account for its self-administration by humans: a double-blind comparison of psilocybin and dextromethorphan.^\nRATIONALE: Although both psilocybin and dextromethorphan (DXM) produce psychedelic-like subjective effects, rates of non-medical use of psilocybin are consistently greater than DXM. OBJECTIVE: New data are presented from a study of psilocybin and DXM relevant to understanding the features of psilocybin subjective effects that may account for its higher rates of non-medical use. METHODS: Single, acute oral doses of psilocybin (10, 20, 30 mg/70 kg), DXM (400 mg/70 kg), and placebo were administered under double-blind conditions to 20 healthy participants with histories of hallucinogen use. RESULTS: High doses of both drugs produced similar time courses and increases in participant ratings of peak overall drug effect strength. Nine subjective effect domains are proposed to be related to the reinforcing effects of psilocybin: liking, visual effects, positive mood, insight, positive social effects, increased awareness of beauty (both visual and music), awe/amazement, meaningfulness, and mystical experience. For most ratings, (1) psilocybin and DXM both produced effects significantly greater than placebo; (2) psilocybin showed dose-related increases; 3, DXM was never significantly higher than psilocybin; (4) the two highest psilocybin doses were significantly greater than DXM. These differences were consistent with two measures of desire to take the drug condition again. CONCLUSIONS: This analysis provides new information about domains of psilocybin subjective effects proposed to be related to its reinforcing effects (alternatively described as the ""motivation"" to use). Observed differences on these domains between psilocybin and DXM are consistent with the relative rates of non-medical use of psilocybin and DXM.","[0, 0, 0, 1, 0, 0]"
"1738","Neuropsychological assessment of undergraduate marihuana and LSD users.^\nAn extended battery of neuropsychological tests was administered to three groups of college seniors (lysergic acid diethylamide [LSD]/mescaline users; marihuana/hashish users; and controls) who were matched on predrug usage intellectual and personality dimensions. The study was replicated one yr later. In the combined years' analyses, the three groups showed statistically significant differences only on the Trail Making Test: LSD/mescaline users performed within normal limits but significantly worse than either of the other two groups. Since the three groups also differed significantly in the extent of their alcohol usage, a covariance analysis was carried out that indicated that this variable did not account for the LSD/mescaline group's performance on the Trail Making Test. Inference about possible organic dysfunction cannot be drawn from these findings, but prospective neuropsychological testing might prove useful. (15 references).","[0, 1, 0, 0, 0, 0]"
"1825","Selective augmentation of striatal functional connectivity following NMDA receptor antagonism: Implications for psychosis.^\nThe psychotomimetic effect of the N-methyl-D-aspartate receptor (NMDAR) antagonist ketamine is thought to arise from a functional modulation of the brain's fronto-striato-thalamic (FST) circuits. Animal models suggest a pronounced effect on ventral 'limbic' FST systems, although recent work in patients with psychosis and high-risk individuals suggests specific alterations of dorsal 'associative' FST circuits. Here, we used functional magnetic resonance imaging to investigate the effects of a subanesthetic dose of ketamine on measures of functional connectivity as indexed by the temporal coherence of spontaneous neural activity in both dorsal and ventral FST circuits, as well as their symptom correlates. We adopted a placebo-controlled, double-blind, randomized, repeated-measures design in which 19 healthy participants received either an intravenous saline infusion or a racemic mixture of ketamine (100 ng/ml) separated by at least I week Compared with placebo, ketamine increased functional connectivity between the dorsal caudate and both the thalamus and midbrain bilaterally. Ketamine additionally increased functional connectivity of the ventral striatum/nucleus accumbens and ventromedial prefrontal cortex. Both connectivity increases significantly correlated with the psychosis-like and dissociative symptoms under ketamine. Importantly, dorsal caudate connectivity with the ventrolateral thalamus and subthalamic nucleus showed inverse correlation with ketamine-induced symptomatology, pointing to a possible resilience role to disturbances in FST circuits. Although consistent with the role of FST in mediating psychosis, these findings contrast with previous research in clinical samples by suggesting that acute NMDAR antagonism may lead to psychosis-like experiences via a mechanism that is distinct from that implicated in frank psychotic illness. (PsycINFO Database Record (c) 2016 APA, all rights reserved)","[0, 0, 0, 0, 1, 0]"
"1829","Reduction in social anxiety after MDMA-assisted psychotherapy with autistic adults: a randomized, double-blind, placebo-controlled pilot study.^\nRATIONALE: Standard therapeutic approaches to reduce social anxiety in autistic adults have limited effectiveness. Since 3,4-methylenedioxymethamphetamine (MDMA)-assisted psychotherapy shows promise as a treatment for other anxiety disorders, a blinded, placebo-controlled pilot study was conducted. OBJECTIVES: To explore feasibility and safety of MDMA-assisted psychotherapy for reduction of social fear and avoidance that are common in the autistic population. METHODS: Autistic adults with marked to very severe social anxiety were randomized to receive MDMA (75 to 125 mg, n = 8) or inactive placebo (0 mg, n = 4) during two 8-h psychotherapy sessions (experimental sessions) in a controlled clinical setting. Double-blinded experimental sessions were spaced approximately 1 month apart with 3 non-drug psychotherapy sessions following each. The primary outcome was change in Leibowitz Social Anxiety Scale (LSAS) Total scores from Baseline to one month after the second experimental session. Outcomes were measured again six months after the last experimental session. RESULTS: Improvement in LSAS scores from baseline to the primary endpoint was significantly greater for MDMA group compared to the placebo group (P = 0.037), and placebo-subtracted Cohen's d effect size was very large (d = 1.4, CI - 0.074, 2.874). Change in LSAS scores from baseline to 6-month follow-up showed similar positive results (P = 0.036), with a Cohen's d effect size of 1.1 (CI - 0.307, 2.527). Social anxiety remained the same or continued to improve slightly for most participants in the MDMA group after completing the active treatment phase. CONCLUSIONS: This pilot trial demonstrated rapid and durable improvement in social anxiety symptoms in autistic adults following MDMA-assisted psychotherapy. Initial safety and efficacy outcomes support expansion of research into larger samples to further investigate this novel treatment for social anxiety. TRIAL REGISTRATION: clinicaltrials.gov identifier, NCT02008396.","[1, 0, 0, 0, 0, 0]"
"1958","Repeated microdoses of LSD in healthy adults: a placebo-controlled study.^\nBackground: The resurgence of interest in therapeutic use of psychedelic drugs has raised interest in microdosing of lysergic acid diethylamide (LSD). There are numerous media reports that doses of LSD about 1/10th of typical tripping doses, taken at 3‐4‐ day intervals, improve mood and cognition. However, these effects have been difficult to demonstrate under placebocontrolled conditions. Methods: We conducted a double‐blind controlled study examining effects of repeated doses of LSD (13 or 26 μg) or placebo, in healthy adults. Participants were randomly assigned to receive placebo (N = 18), 13 μg LSD (N = 19), or 26 μg LSD(N = 19) during four 5‐hour laboratory sessions, separated by 3‐4 days. They also attended by a drug‐free followup session 3‐4 days after their last session. We assessed mood and subjective states, cognitive and emotional function, and cardiovascular function during the drug sessions and at followup. Results: LSD produced small increases in ratings of 'feeling a drug effect', including both stimulant‐like and LSD‐like effects, especially during the first administration of the drug. The drug produced few effects on emotion or psychomotor tasks or measures of heart rate or pressure, and no residual effects were detected on the drug‐free followup session. Conclusions: We conclude that repeated low doses of LSD are safe and that the repeated dosing design is feasible for future studies, but under these conditions the drug produces negligible changes in mood or cognition. Future studies are needed with larger sample sizes, longer duration of dosing, additional measures of cognitive or affective function, and with participants who exhibit clinical symptoms of anxiety and depression.","[0, 1, 0, 0, 0, 0]"
"2005","Hopelessness, Suicidality, and Co-Occurring Substance Use among Adolescent Hallucinogen Users—A National Survey Study.^\n(1) Objectives: Hallucinogens are being explored as a potential treatment of psychiatric disorders. Micro dosing of illicitly purchased hallucinogen drugs is on the rise despite conclusive benefits. We aimed to evaluate the prevalence and odds of hopelessness, suicidality, and co-occurring substance use among adolescent hallucinogen users. (2) Methods: We performed a retrospective analysis of the Centers for Disease Control and Prevention’s Youth Risk Behavior Surveillance System (YRBSS) 2001–2019 data that nationally represents school-going US adolescents. We identified hallucinogen use based on the survey questions, exploring the use of hallucinogens (LSD, PCP, mescaline, and mushrooms). (3) Results: Out of a total of 125,550 respondents, 8.4% reported using hallucinogens. Overall, the trend of hallucinogen use decreased from 13.3% (2001) to 7.0% (2019) (pTrend < 0.0001). Hallucinogen users were at high odds of feeling sad and hopeless (aOR: 1.40; 95%CI: 1.21–1.61; p < 0.0001), considering suicide (aOR: 1.36; 95%CI: 1.08–1.70; p = 0.009), and planning suicide (aOR: 1.49; 95%CI: 1.19–1.86; p = 0.001). Additionally, adolescent hallucinogen users had a higher prevalence of alcohol, cigarette, e-cigarette, marijuana, synthetic marijuana, inhalants, heroin, cocaine, methamphetamine, and ecstasy use. (4) Conclusions: The overall trend of hallucinogen use decreased among school-going American adolescents. We found a high prevalence of co-occurring substance use among hallucinogen users. We found that hallucinogen users were at high odds of feeling sad, hopeless, and considering and planning suicide. Further research is needed to explore the effects of recreational hallucinogen use among the adolescent population.","[0, 1, 0, 0, 0, 1]"
"2023","Single dose of esketamine for suicidality.^\nINTERVENTION: D007649 D008874 The Intervention group will receive a subcutaneous dose of 0.75mg / kg Dextrocetamine. The control group will receive a subcutaneous dose of Midazolam 0.04mg / Kg, an active placebo that will provide adequate blinding, as it promotes mild sedation. Each group will be composed of 21 patients, totaling 42 participants. Patients will be monitored for at least 120 minutes after administration. Heart rate and peripheral oxygen saturation will be monitored continuously, blood pressure will be checked every 30 minutes. CONDITION: F00‐F99 Suicidal ideation PRIMARY OUTCOME: Statistically significant decrease of suicidal ideation of those patients who were subjected to the administration of Dextrocetamine. For this, the Beck Suicide Ideation Scale (Beck Scale for Suicide Ideation — BSI) to be applied at the baseline (on the day before Dextrocetamine / Midazolam administration) will be used, 24, 48 and 72 hours after administration. SECONDARY OUTCOME: Dissociative symptoms, assessed using The Clinician Administered Dissociative States Scale (CADSS), 60 minutes after administration. Efficacy of Dextrocetamine in reducing depressive symptoms, measured using the Montgomery‐Asberg Depression Scale (MADRS), 24h, 48h, 72h, 7 days and 1 month after the intervention. Efficacy of Dextrocetamine in reducing suicidal ideation in the medium term, assessed using the Beck Suicide Ideation Scale (Beck Scale for Suicide Ideation — BSI) to be applied 7 days and 1 month after the intervention. General side effects, assessed using the Patient Rated Inventory of Side Effects (PRISE) symptom list, to be performed 60 minutes, 24h, 48h and one week after the intervention. Mania symptoms, measured using the Young Mania Rating Scale (Young Mania Rating Scale – YMRS), 60 minutes after the intervention. Psychotic symptoms, measured using the Brief Psychiatric Rating Scale (BPRS), 60 minutes after the intervention. Safety of subcutaneous Dextrocetamine administration, assessed through cardiac and respiratory monitoring (heart rate, peripheral oxygen saturation and blood pressure), to be performed for two hours after application. INCLUSION CRITERIA: Being admitted to the Psychiatric Inpatient Unit Paulo Guedes, of the University Hospital of Santa Maria / RS; Age between 18 and 80 years, of both sexes; Clinically significant suicidal ideation and score> = 4 in item 10 of the Montgomery‐Asberg Depression Rating Scale; Women of childbearing potential must have a negative pregnancy test; Each patient or guardian must have a level of understanding sufficient to agree with all tests and examinations required by the protocol and must sign an informed consent form.","[1, 1, 0, 0, 0, 0]"
"2153","Effects of ayahuasca on the endocannabinoid system of healthy volunteers and in volunteers with social anxiety disorder: Results from two pilot, proof-of-concept, randomized, placebo-controlled trials.^\nOBJECTIVE: To assess endocannabinoid (anandamide, AEA; 2-arachidonoylglycerol, 2-AG) plasma levels in healthy volunteers and in volunteers with social anxiety disorder (SAD) after a single oral dose of ayahuasca or placebo. METHODS: Post hoc analysis of endocannabinoid plasma levels (baseline, 90 and 240 min after drug intake) from two parallel-group, randomized, placebo-controlled trials. In Study 1, 20 healthy volunteers ingested ayahuasca (average 1.58 mg/ml dimethyltryptamine (DMT)) or placebo, and in Study 2, 17 volunteers with SAD received ayahuasca (average 0.680 mg/ml DMT) or placebo. RESULTS: A significant difference was observed in AEA concentrations in Study 2 after ayahuasca intake (Χ(2) (2) = 6.5, p = 0.03, Friedman test), and near significant differences (increases) were observed between baseline and 90 (Z = 0, p = 0.06, Wilcoxon test) and 240 (Z = 10, p = 0.06) minutes after ayahuasca intake. CONCLUSIONS: Although our findings suggest that ayahuasca could modulate AEA levels in SAD patients, the high interindividual variability in both trials and the small samples preclude definitive conclusions. More research with larger samples is needed to better understand the effects of ayahuasca and other hallucinogens in the endocannabinoid system.","[0, 0, 0, 1, 0, 0]"
"2358","In vivo imaging of cerebral serotonin transporter and serotonin 2A receptor binding in 3,4-methylenedioxymethamphetamine (MDMA or ""Ecstasy"") and hallucinogen users.^\nContext: Both hallucinogens and 3,4-methylenedioxy-methamphetamine ( MDMA or ""ecstasy"") have direct agonistic effects on postsynaptic serotonin2A receptors, the key site for hallucinogenic actions. In addition, MDMA is a potent releaser and reuptake inhibitor of presynaptic serotonin. Objective: To assess the differential effects of MDMA and hallucinogen use on cerebral serotonin transporter (SERT) and serotonin 2A receptor binding. Design: A positron emission tomography study of 24 young adult drug users and 21 nonusing control participants performed with carbon 11 (11C)-labeled 3-amino-4-[2-[(di(methyl)amino)methyl]phenyl] sulfanylbenzonitrile (DASB) and fluorine 18 (18F)-labeled altanserin, respectively. Scans were performed in the user group after a minimum drug abstinence period of 11 days, and the group was subdivided into hallucinogen-preferring users (n=10) and MDMA-preferring users (n=14). Participants: Twenty-four young adult users ofMDMA and/or hallucinogenic drugs and 21 nonusing controls. Main Outcome Measures: In vivo cerebral SERT and serotonin2A receptor binding. Results: Compared with nonusers, MDMA-preferring users showed significant decreases in SERT nondisplaceable binding potential (neocortex, -56%; pallidostriatum, -19%; and amygdala, -32%); no significant changes were seen in hallucinogen-preferring users. Both cortical and pallidostriatal SERT nondisplaceable binding potential was negatively correlated with the number of lifetime MDMA exposures, and the time of abstinence from MDMA was positively correlated with subcortical, but not cortical, SERT binding. A small decrease in neocortical serotonin2A receptor binding in the serotonin2A receptor agonist users (both user groups) was also detected. Conclusions: We found evidence that MDMA but not hallucinogen use is associated with changes in the cerebral presynaptic serotonergic transmitter system. Because hallucinogenic drugs primarily have serotonin2A receptor agonistic actions, we conclude that the negative association between MDMA use and cerebral SERT binding is mediated through a direct presynaptic MDMA effect rather than by the serotonin2A agonistic effects of MDMA. Our cross-sectional data suggest that subcortical, but not cortical, recovery of SERT binding might take place after several months of MDMA abstinence. ©2011 American Medical Association. All rights reserved.","[0, 0, 0, 1, 0, 0]"
