Study Type: Randomized-controlled trial (RCT),Study Type: Pre-post study,Study Type: Case Report,Study Type: Case Series,Study Type: Cohort Study,Study Type: Cross-Sectional Study,Study Type: Systematic Review/Meta-analysis,Study Type: Qualitative Study,Study Type: Study protocol,Study Type: Unknown,Study Type: Other,Data Type: Longitudinal,Data Type: Cross-sectional,Data Type: Unknown,Data Collection: Retrospective,Data Collection: Prospective,Data Collection: Unknown,Clinical Trial Phase: Phase 1,Clinical Trial Phase: Phase 2,Clinical Trial Phase: Phase 3,Clinical Trial Phase: Phase 4,Clinical Trial Phase: Unknown,Clinical Trial Phase: Not Applicable,Outcomes: The ability to drive a car,Outcomes: Suicide,Outcomes: Functional MRI,Outcomes: Physiological Functions,Outcomes: Mental Functions,Outcomes: Pharmacokinetics,Condition: Psychiatric Condition,Condition: Pain,Condition: Recreational Drug Use,Condition: Healthy Participants,Condition: Palliative Setting,Substance: LSD,Substance: Psilocybin,Substance: Mescaline,Substance: DMT,Substance: Ayahuasca,Substance: 5-MeO-DMT,Substance: MDMA,Substance: Ketamine,Substance: Ibogaine,Substance: Salvinorin A,Substance: Combination Therapy,Number of Participants: 1-20,Number of Participants: 21-40,Number of Participants: 41-60,Number of Participants: 61-80,Number of Participants: 81-100,Number of Participants: >100,Number of Participants: Unknown,Sex of Participants: Male,Sex of Participants: Female,Sex of Participants: Both sexes,Sex of Participants: Unknown,Age of Participants: Pediatric (< 18 years old),Age of Participants: Adult (≥18 years),Age of Participants: Unknown,Adverse Event: No adverse event(s) were reported,Adverse Event: Adverse event(s) were reported,Adverse Event: No reporting of adverse event(s),Adverse Event: Not Applicable,Conclusion: Positive,Conclusion: Negative,Conclusion: Neutral,Conclusion: Mixed,Conclusion: Unknown,Conclusion: Not Applicable,Regimen: Microdosing,Regimen: Multiple Applications,Regimen: Single Dose,Substance Naivety: Substance-Naïve Participants,Substance Naivety: Substance-non-naïve participants,Substance Naivety: Unknown,text,id
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,"Is ketamine an appropriate alternative to ECT for patients with treatment resistant depression? A systematic review.^
OBJECTIVE: Ketamine has repeatedly shown to have rapid and robust antidepressant effects in patients with treatment resistant depression (TRD). An important question is whether ketamine is as effective and safe as the current gold standard electroconvulsive therapy (ECT). METHODS: The literature was searched for trials comparing ketamine treatment with ECT for depression in the Pubmed/MEDLINE database and Cochrane Trials Library. RESULTS: A total of 137 manuscripts were identified, 6 articles were included in this review. Overall quality of the included studies was diverse with relevant risk of bias for some of the studies. Results suggest that ketamine treatment might give faster but perhaps less durable antidepressant effects. Side effects differed from ECT, in particular less cognitive impairment was apparent in ketamine treatment. LIMITATIONS: The included studies have limited sample sizes, use different treatment protocols and in most trials, longer term follow up is lacking. Furthermore, allocation bias appears likely in the non-randomized trials. CONCLUSIONS: Current available literature does not yet provide convincing evidence to consider ketamine as an equally effective treatment alternative to ECT in patients with TRD. There are indications for a more favourable short term cognitive side effect profile after ketamine treatment. Methodologically well-designed studies with larger sample sizes and longer follow up duration are warranted.",8798
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,"Neurocognitive performance of repeated versus single intravenous subanesthetic ketamine in treatment resistant depression.^
BACKGROUND: Ketamine demonstrated rapid antidepressant effects in treatment-resistant depression (TRD). However, evaluation of ketamine's neurocognitive effect in TRD is unclear. We aim to (1) characterize baseline neurocognitive performance as a predictor of the change in severity of depressive symptoms over time, and (2) investigate the association of six versus single intravenous (IV) ketamine and neurocognitive changes from baseline to the end of treatment. METHODS: Subjects with TRD were randomized to receive either five IV midazolam followed by a single IV ketamine or six IV ketamine during a 12-day period. Depression symptom assessments occurred prior and 24 h after infusion days using the Montgomery-Åsberg Depression Rating Scale. Neurocognitive tasks were designed to test attention, memory, speed of processing, and set shifting using the CogState battery at baseline and at the end of treatment. RESULTS: Better complex working memory at baseline predicted improvement in MADRS scores of ketamine (vs midazolam) after 5 infusions. Most, but not all, neurocognitive functions remained stable or improved after repeated or single ketamine. There was a greater differential effect of treatment on speed of processing, set shifting, and spatial working memory that favors subjects in the six ketamine group. These cognitive improvements from baseline to the end of treatment were robust when controlling for age and changes in depression severity. CONCLUSION: The study suggests that six IV ketamine compared to single IV ketamine has a mood independent procognitive effect among TRD patients. Large scale studies are needed to confirm whether ketamine enhances cognitive function in TRD.",7942
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,"Neuronal correlates of visual and auditory alertness in the DMT and ketamine model of psychosis.^
Deficits in attentional functions belong to the core cognitive symptoms in schizophrenic patients. Alertness is a nonselective attention component that refers to a state of general readiness that improves stimulus processing and response initiation. The main goal of the present study was to investigate cerebral correlates of alertness in the human 5HT(2A) agonist and N-methyl-D-aspartic acid (NMDA) antagonist model of psychosis. Fourteen healthy volunteers participated in a randomized double-blind, cross-over event-related functional magnetic resonance imaging (fMRI) study with dimethyltryptamine (DMT) and S-ketamine. A target detection task with cued and uncued trials in both the visual and the auditory modality was used. Administration of DMT led to decreased blood oxygenation level-dependent response during performance of an alertness task, particularly in extrastriate regions during visual alerting and in temporal regions during auditory alerting. In general, the effects for the visual modality were more pronounced. In contrast, administration of S-ketamine led to increased cortical activation in the left insula and precentral gyrus in the auditory modality. The results of the present study might deliver more insight into potential differences and overlapping pathomechanisms in schizophrenia. These conclusions must remain preliminary and should be explored by further fMRI studies with schizophrenic patients performing modality-specific alertness tasks.",1850
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,"Differential behavior responsivity to LSD-25: Study in normal and schizophrenic adults.^
24 chronic schizophrenics and 24 normal volunteers—12 males and females each—were given 75 μg LSD and placebo with 1 week intervals by the double-blind method, and sensory-motor, perceptual and conceptual tasks with time-scores. Significant effect of LSD was found on 12 out of 20 tasks on normals and 6 tasks on schizophrenics. 'Methods groups by treatments analyses of variance' however indicate 'that in all 6 situations there are significant differences between conditions (LSD vs. placebo) and between groups (normals vs. schizophrenics).' The schizophrenic 'resistance' hypothesis is found to be 'a broad generalization' based on qualitative but not supported by quantitative findings. (28 ref.) (PsycINFO Database Record (c) 2016 APA, all rights reserved)",4567
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,"Does body mass index predict response to intravenous ketamine treatment in adults with major depressive and bipolar disorder? Results from the Canadian Rapid Treatment Center of Excellence.^
BACKGROUND: Higher body mass index (BMI) has been found to predict greater antidepressant response to intravenous (IV) ketamine treatment. We evaluated the association between BMI and response to repeat-dose IV ketamine in patients with treatment-resistant depression (TRD). METHODS: Adults (N = 230) with TRD received four infusions of IV ketamine at a community-based clinic. Changes in symptoms of depression (ie, Quick Inventory for Depressive Symptomatology-Self-Report 16; QIDS-SR16), suicidal ideation (SI; ie, QIDS-SR16 SI item), anxiety (ie, Generalized Anxiety Disorder-7 Scale), anhedonic severity (ie, Snaith-Hamilton Pleasure Scale), and functioning (ie, Sheehan Disability Scale) following infusions were evaluated. Participants were stratified by BMI as normal (18.0-24.9 kg/m2; n = 72), overweight (25-29.9 kg/m2; n = 76), obese I (30-34.9 kg/m2; n = 47), or obese II (≥35.0 kg/m2; n = 35). RESULTS: Similar antidepressant effects with repeat-dose ketamine were reported between BMI groups (P = .261). In addition, categorical partial response (P = .149), response (P = .526), and remission (P = .232) rates were similar between the four BMI groups. CONCLUSIONS: The findings are limited by the observational, open-label design of this retrospective analysis. Pretreatment BMI did not predict response to IV ketamine, which was effective regardless of BMI.",5025
0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,"Memory impairment in abstinent MDMA (""Ecstasy"") users: A longitudinal investigation.^
To examine the neurotoxic potential of continued MDMA (""Ecstasy"") use in humans and its functional consequences over the course of 1 year, 15 DMA users participated in a longitudinal study in which they completed a brief neuropsychological test battery composed mainly of retrospective and prospective memory tasks. Subjects were abstinent for 2 weeks on initial and 1-year testing. Continued use of MDMA was associated with progressive decline in terms of immediate and delayed recall.",9470
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,"Sleep improvement is associated with the antidepressant efficacy of repeated-dose ketamine and serum BDNF levels: a post-hoc analysis.^
RATIONALE: Recently, the effects of ketamine on the circadian rhythm have suggested that ketamine's rapid antidepressant effects are associated with and without sleep disturbance improvement. OBJECTIVES: Here, we evaluated the antidepressant efficacy of repeated ketamine infusions in patients with sleep disturbances. METHODS: This study included 127 patients with major depressive disorder or bipolar disorder who received ketamine treatments during a 12-day period. Sleep quality was assessed by the 17-item Hamilton Depression Rating Scale sleep disturbance factor (SDF) (items 4, 5 and 6). Serum brain-derived neurotrophic factor (BDNF) was measured at baseline, day 13 and day 26. This study was a post-hoc analysis. RESULTS: Significant differences were found in the HAMD-17 score at 13 post-infusion time points compared to baseline, as well as the scores in SDF score at each of the 7 post-infusion (4 h after each infusion excluded) time points among all patients. Logistic regression and linear correlation analyses revealed that a greater reduction in the SDF after 24 h of the first ketamine infusion resulted in a better antidepressant effect in the last two follow-up visits. Moreover, BDNF levels were significantly higher in sleep responders than in non-responders. CONCLUSIONS: In the 127 patients, six ketamine infusions induced better therapeutic effects in sleep responders than in sleep non-responders and patients without sleep disturbances. The sleep response after repeated ketamine infusions was positively associated with high serum BDNF levels. Early sleep disturbance improvement (as early as 24 h after the first ketamine injection) may predict the antidepressant effect of repeated-dose ketamine.",9000
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"The effects of ecstasy on neurotransmitter systems: a review on the findings of molecular imaging studies.^
RATIONALE: Ecstasy is a commonly used psychoactive drug with 3,4-methylenedioxymethamphetamine (MDMA) as the main content. Importantly, it has been suggested that use of MDMA may be neurotoxic particularly for serotonergic (5-hydroxytryptamine (5-HT)) neurons. In the past decades, several molecular imaging studies examined directly in vivo the effects of ecstasy/MDMA on neurotransmitter systems. OBJECTIVES: The objective of the present study is to review the effects of ecstasy/MDMA on neurotransmitter systems as assessed by molecular imaging studies in small animals, non-human primates and humans. METHODS: A search in PubMed was performed. Eighty-eight articles were found on which inclusion and exclusion criteria were applied. RESULTS: Thirty-three studies met the inclusion criteria; all were focused on the 5-HT or dopamine (DA) system. Importantly, 9 out of 11 of the animal studies that examined the effects of MDMA on 5-HT transporter (SERT) availability showed a significant loss of binding potential. In human studies, this was the case for 14 out of 16 studies, particularly in heavy users. In abstinent users, significant recovery of SERT binding was found over time. Most imaging studies in humans that focused on the DA system did not find any significant effect of ecstasy/MDMA use. CONCLUSIONS: Preclinical and clinical molecular imaging studies on the effects of ecstasy/MDMA use/administration on neurotransmitter systems show quite consistent alterations of the 5-HT system. Particularly, in human studies, loss of SERT binding was observed in heavy ecstasy users, which might reflect 5-HT neurotoxicity, although alternative explanations (e.g. down-regulation of the SERT) cannot be excluded.",8782
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"The Use of Psilocybin in the Treatment of Psychiatric Disorders with Attention to Relative Safety Profile: A Systematic Review.^
There has been a reemergence of research into the use of substances such as LSD, MDMA, and psilocybin for the treatment of psychiatric disorders. This increase in consideration toward the medicinal use of these compounds has been termed the ""Psychedelic Renaissance."" This article specifically explores the background of psilocybin, a psychoactive compound that is naturally derived from certain species of fungi. Pubmed was searched by one doctoral-level researcher using specific Boolean operator terms. The results were filtered by title and abstract and 76 articles were screened and analyzed in full detail. Oral psilocybin is showing itself to be clinically efficacious by producing statistically significant reductions in depression and anxiety symptoms over time versus control in multiple clinical trials. It has also been shown to reduce cigarettes per day and drinks per day in patients with substance use disorders. Thus far, there have been no significant adverse clinical events from psilocybin and there also have been no verifiable recorded deaths reported. Larger studies need to be performed before the drug can potentially become approved for use in the general population.",3597
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"Distinct acute effects of LSD, MDMA, and D-amphetamine in healthy subjects.^
Lysergic acid diethylamide (LSD) is a classic psychedelic, 3,4-methylenedioxymethamphetamine (MDMA) is an empathogen, and D-amphetamine is a classic stimulant. All three substances are used recreationally. LSD and MDMA are being investigated as medications to assist psychotherapy, and D-amphetamine is used for the treatment of attention-deficit/hyperactivity disorder. All three substances induce distinct acute subjective effects. However, differences in acute responses to these prototypical psychoactive substances have not been characterized in a controlled study. We investigated the acute autonomic, subjective, and endocrine effects of single doses of LSD (0.1 mg), MDMA (125 mg), D-amphetamine (40 mg), and placebo in a randomized, double-blind, cross-over study in 28 healthy subjects. All of the substances produced comparable increases in hemodynamic effects, body temperature, and pupil size, indicating equivalent autonomic responses at the doses used. LSD and MDMA increased heart rate more than D-amphetamine, and D-amphetamine increased blood pressure more than LSD and MDMA. LSD induced significantly higher ratings on the 5 Dimensions of Altered States of Consciousness scale and Mystical Experience Questionnaire than MDMA and D-amphetamine. LSD also produced greater subjective drug effects, ego dissolution, introversion, emotional excitation, anxiety, and inactivity than MDMA and D-amphetamine. LSD also induced greater impairments in subjective ratings of concentration, sense of time, and speed of thinking compared with MDMA and D-amphetamine. MDMA produced greater ratings of good drug effects, liking, high, and ego dissolution compared with D-amphetamine. D-Amphetamine increased ratings of activity and concentration compared with LSD. MDMA but not LSD or D-amphetamine increased plasma concentrations of oxytocin. None of the substances altered plasma concentrations of brain-derived neurotrophic factor. These results indicate clearly distinct acute effects of LSD, MDMA, and D-amphetamine and may assist the dose-finding in substance-assisted psychotherapy research.",3640
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"Ibogaine Detoxification Transitions Opioid and Cocaine Abusers Between Dependence and Abstinence: Clinical Observations and Treatment Outcomes.^
Ibogaine may be effective for transitioning opioid and cocaine dependent individuals to sobriety. American and European self-help groups provided public testimonials that ibogaine alleviated drug craving and opioid withdrawal symptoms after only a single dose administration. Preclinical studies in animal models of addiction have provided proof-of-concept evidence in support of these claims. However, the purported therapeutic benefits of ibogaine are based on anecdotal reports from a small series of case reports that used retrospective recruitment procedures. We reviewed clinical results from an open label case series (N = 191) of human volunteers seeking to detoxify from opioids or cocaine with medical monitoring during inpatient treatment. Whole blood was assayed to obtain pharmacokinetic measures to determine the metabolism and clearance of ibogaine. Clinical safety data and adverse events (AEs) were studied in male and female subjects. There were no significant adverse events following administration of ibogaine in a dose range that was shown to be effective for blocking opioid withdrawal symptoms in this study. We used multi-dimensional craving questionnaires during inpatient detoxification to test if ibogaine was effective in diminishing heroin and cocaine cravings. Participants also completed standardized questionnaires about their health and mood before and after ibogaine treatment, and at program discharge. One-month follow-up data were reviewed where available to determine if ibogaine's effects on drug craving would persist outside of an inpatient setting. We report here that ibogaine therapy administered in a safe dose range diminishes opioid withdrawal symptoms and reduces drug cravings. Pharmacological treatments for opioid dependence include detoxification, narcotic antagonists and long-term opioid maintenance therapy. Our results support product development of single oral dose administration of ibogaine for the treatment of opioid withdrawal during medically supervised detoxification to transition drug dependent individuals to abstinence.",5370
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,"Effects of low-dose ketamine on neuropathic pain: An electroencephalogram-electrooculogram/behavioral study.^
The aim of the present study was to clarify the neurophysiological changes associated with analgesic and behavioral effects of low-dose ketamine HCl in patients suffering from chronic neuropathic pain. Ten in-patients with neuropathic pain participated in this single-blind, placebo-controlled study after giving written informed consent. Following intravenous injections of a saline solution (placebo), three bolus injections of 5 mg ketamine HCl were administered at 5 min intervals. Changes in pain perception were assessed using a numerical rating scale for pain. Behavioral changes, including psychotomimetic effects, were assessed using the Brief Psychiatric Rating Scale (BPRS). Electroencephalograms (EEG) and electrooculograms (EOG) were recorded continuously throughout the testing period. One minute EEG and closed-eye eye movements were quantified. The effects of ketamine were evaluated by comparing the neurophysiological and behavioral parameters obtained from the placebo and ketamine trials. Pain reduction was significantly correlated with ketamine-induced changes in hallucinatory behavior and excitement as measured by the BPRS. Ketamine injections caused a significant decrease in the EEGalpha amplitude without an accompanying reduction in EEG frequency. The EEGalpha amplitude reduction at the right central electrode was significantly related to subjective pain relief. Subanesthetic doses of ketamine significantly decreased rapid eye movements, but did not initiate slow eye movements. In conclusion, the present EEG-EOG/behavioral results indicate that ketamine-induced failure of neural integration between cortical-subcortical regions induces psychotic symptoms and alters pain perception on neuropathic pain.",6496
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,"The Effects of Ecstasy (MDMA) on Brain Serotonin Transporters Are Dependent on Age-of-First Exposure in Recreational Users and Animals.^
Rationale and Objective: Little is known on the effects of ecstasy (MDMA, a potent 5-HT-releaser and neurotoxin) exposure on brain development in teenagers. The objective of this study was to investigate whether in humans, like previous observations made in animals, the effects of MDMA on the 5-HT system are dependent on age-of-first exposure. Methods: 5-HT transporter (SERT) densities in the frontal cortex and midbrain were assessed with [123I]β-CIT single photon emission computed tomography in 33 users of ecstasy. Subjects were stratified for early-exposed users (age-at-first exposure 14-18 years; developing brain), and late-exposed users (age-at-first exposure 18-36 years; mature brain). In parallel, we investigated the effects of age experimentally with MDMA in early-exposed (adolescent) rats and late-exposed (adult) rats using the same radioligand. Results: On average, five years after first exposure, we found a strong inverse relationship, wherein age-at-first exposure predicted 79% of the midbrain SERT variability in early (developing brain) exposed ecstasy users, whereas this was only 0.3% in late (mature brain) exposed users (p = 0.007). No such effect was observed in the frontal cortex. In rats, a significant age-BY-treatment effect (p<0.01) was observed as well, however only in the frontal cortex. Conclusions: These age-related effects most likely reflect differences in the maturational stage of the 5-HT projection fields at age-at-first exposure and enhanced outgrowth of the 5-HT system due to 5-HT's neurotrophic effects. Ultimately, our findings stress the need for more knowledge on the effects of pharmacotherapies that alter brain 5-HT levels in the pediatric population. © 2012 Klomp et al.",4404
